age,workclass,fnlwgt,education,education-num,income,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
76,Private,116202,HS-grad,9,<=50K,Other-service,Unmarried,White,Female,0,0,33,United-States,Married-Partner-absent
47,Private,140045,HS-grad,9,<=50K,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,Married-Partner-absent
34,Private,133503,Some-college,10,<=50K,Transport-moving,Not-in-family,White,Male,2174,0,40,United-States,Married-Partner-absent
40,Private,226585,Some-college,10,>50K,Adm-clerical,Wife,White,Female,0,0,35,United-States,Married-Partner-present
24,Private,85041,HS-grad,9,<=50K,Other-service,Unmarried,White,Female,0,0,25,United-States,Married-Partner-absent
30,Private,162442,Bachelors,13,>50K,Prof-specialty,Wife,White,Female,7688,0,50,United-States,Married-Partner-present
67,Private,279980,Some-college,10,>50K,Transport-moving,Husband,White,Male,10605,0,10,United-States,Married-Partner-present
24,Private,216563,HS-grad,9,<=50K,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,Married-Partner-present
43,Local-gov,231964,Some-college,10,<=50K,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,Married-Partner-absent
29,Private,263855,12th,8,<=50K,Craft-repair,Unmarried,White,Male,0,0,40,United-States,Never-married
40,Private,124915,HS-grad,9,<=50K,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Married-Partner-present
61,Federal-gov,178312,Some-college,10,<=50K,Prof-specialty,Husband,White,Male,0,0,40,United-States,Married-Partner-present
45,Local-gov,215862,Doctorate,16,>50K,Exec-managerial,Husband,White,Male,7688,0,45,United-States,Married-Partner-present
21,State-gov,39236,Some-college,10,<=50K,Tech-support,Not-in-family,White,Female,0,0,50,United-States,Never-married
58,Private,349910,HS-grad,9,>50K,Exec-managerial,Husband,White,Male,7688,0,40,United-States,Married-Partner-present
52,Private,75839,Some-college,10,<=50K,Tech-support,Husband,White,Male,0,0,40,United-States,Married-Partner-present
34,Private,176711,HS-grad,9,<=50K,Adm-clerical,Own-child,White,Male,0,0,40,United-States,Never-married
20,Private,266525,Some-college,10,<=50K,Prof-specialty,Other-relative,Black,Female,594,0,20,United-States,Never-married
46,Private,331776,HS-grad,9,<=50K,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Married-Partner-present
54,Private,111469,Some-college,10,<=50K,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,Married-Partner-absent
43,State-gov,198965,Masters,14,>50K,Prof-specialty,Husband,White,Male,0,0,40,United-States,Married-Partner-present
25,Private,288185,9th,5,<=50K,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,Married-Partner-present
21,Private,198050,Assoc-acdm,12,<=50K,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,Never-married
65,Private,242580,Some-college,10,>50K,Prof-specialty,Not-in-family,White,Male,11678,0,50,United-States,Married-Partner-absent
37,Private,173128,HS-grad,9,<=50K,Other-service,Not-in-family,White,Male,0,0,40,United-States,Married-Partner-absent
29,Private,87905,HS-grad,9,>50K,Other-service,Not-in-family,White,Male,10520,0,40,United-States,Married-Partner-absent
44,Private,173704,Bachelors,13,>50K,Exec-managerial,Husband,White,Male,0,0,40,United-States,Married-Partner-present
37,Federal-gov,93225,Some-college,10,>50K,Adm-clerical,Husband,White,Male,7688,0,40,United-States,Married-Partner-present
38,Private,323269,Some-college,10,<=50K,Other-service,Wife,Black,Female,0,0,40,United-States,Married-Partner-present
35,Private,158046,Some-college,10,<=50K,Sales,Husband,White,Male,5013,0,70,United-States,Married-Partner-present
32,Private,133503,HS-grad,9,<=50K,Adm-clerical,Husband,White,Male,0,0,40,United-States,Married-Partner-present
44,Self-emp-not-inc,172296,Some-college,10,<=50K,Sales,Unmarried,White,Male,0,0,60,United-States,Married-Partner-absent
23,Private,176486,Some-college,10,<=50K,Other-service,Other-relative,White,Female,0,0,25,United-States,Never-married
25,Self-emp-inc,182750,Bachelors,13,>50K,Sales,Not-in-family,White,Male,0,0,45,United-States,Never-married
23,Private,82497,Some-college,10,<=50K,Sales,Own-child,White,Female,0,0,28,United-States,Never-married
47,Private,208872,Some-college,10,<=50K,Craft-repair,Husband,White,Male,0,0,40,United-States,Married-Partner-present
47,Private,145269,11th,7,<=50K,Craft-repair,Not-in-family,White,Female,0,0,45,United-States,Married-Partner-absent
25,Private,19214,HS-grad,9,<=50K,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,Never-married
35,Private,149347,Some-college,10,<=50K,Craft-repair,Husband,White,Male,0,0,45,United-States,Married-Partner-present
50,Private,158294,Assoc-voc,11,>50K,Tech-support,Husband,White,Male,3103,0,40,United-States,Married-Partner-present
47,Private,152073,HS-grad,9,<=50K,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,Married-Partner-absent
35,Private,189623,Doctorate,16,>50K,Exec-managerial,Husband,White,Male,0,0,45,United-States,Married-Partner-present
24,Private,341368,HS-grad,9,<=50K,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,Never-married
21,Private,201603,HS-grad,9,<=50K,Machine-op-inspct,Own-child,White,Male,2176,0,40,United-States,Never-married
35,Private,270572,Bachelors,13,>50K,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,Married-Partner-absent
30,Private,285295,Bachelors,13,<=50K,Other-service,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,Married-Partner-present
17,Private,126779,11th,7,<=50K,Other-service,Own-child,Black,Male,0,0,20,United-States,Never-married
27,Private,373499,5th-6th,3,<=50K,Other-service,Not-in-family,White,Male,0,0,60,El-Salvador,Never-married
22,Private,244773,HS-grad,9,<=50K,Sales,Own-child,Black,Female,0,0,15,United-States,Never-married
22,State-gov,96862,Some-college,10,<=50K,Adm-clerical,Own-child,White,Female,0,0,40,United-States,Never-married
50,Private,162632,HS-grad,9,<=50K,Craft-repair,Husband,White,Male,0,0,2,United-States,Married-Partner-present
51,Self-emp-not-inc,159755,Assoc-voc,11,>50K,Tech-support,Husband,White,Male,0,0,38,United-States,Married-Partner-present
27,Private,37088,Bachelors,13,<=50K,Tech-support,Husband,White,Male,0,0,30,United-States,Married-Partner-present
27,Private,335421,Bachelors,13,<=50K,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,Never-married
20,State-gov,349365,HS-grad,9,<=50K,Other-service,Not-in-family,White,Female,0,0,40,United-States,Never-married
42,Private,33002,HS-grad,9,<=50K,Exec-managerial,Husband,White,Male,0,0,48,United-States,Married-Partner-present
32,Private,330715,HS-grad,9,>50K,Craft-repair,Husband,White,Male,99999,0,40,United-States,Married-Partner-present
45,Private,146857,Bachelors,13,>50K,Exec-managerial,Husband,White,Male,0,0,38,United-States,Married-Partner-present
35,Private,275522,7th-8th,4,<=50K,Other-service,Unmarried,White,Female,0,0,80,United-States,Married-Partner-absent
22,Private,43646,HS-grad,9,<=50K,Craft-repair,Own-child,White,Male,0,0,40,United-States,Married-Partner-present
34,Private,154548,Some-college,10,<=50K,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,Never-married
28,Private,47907,Bachelors,13,<=50K,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Never-married
38,Private,238397,Bachelors,13,<=50K,Priv-house-serv,Unmarried,White,Female,0,0,24,United-States,Married-Partner-absent
48,Local-gov,195949,Some-college,10,>50K,Protective-serv,Husband,White,Male,0,0,42,United-States,Married-Partner-present
34,Private,349169,Masters,14,<=50K,Craft-repair,Husband,White,Male,0,0,40,Mexico,Married-Partner-present
25,Private,158662,HS-grad,9,>50K,Adm-clerical,Wife,White,Female,0,0,50,United-States,Married-Partner-present
23,Local-gov,23438,HS-grad,9,<=50K,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,Never-married
38,Private,107302,Some-college,10,>50K,Sales,Husband,White,Male,0,0,60,United-States,Married-Partner-present
43,Private,174196,HS-grad,9,<=50K,Other-service,Unmarried,Black,Female,0,0,40,United-States,Never-married
49,Local-gov,226871,HS-grad,9,>50K,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,Married-Partner-present
23,Private,124971,Some-college,10,<=50K,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,Married-Partner-absent
57,Private,214061,HS-grad,9,<=50K,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Married-Partner-absent
24,Private,441700,Bachelors,13,<=50K,Tech-support,Own-child,White,Male,0,0,40,United-States,Never-married
44,Self-emp-inc,104892,Some-college,10,>50K,Craft-repair,Husband,White,Male,0,0,58,United-States,Married-Partner-present
34,Private,234386,Assoc-acdm,12,<=50K,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,Married-Partner-absent
29,Local-gov,188278,Some-college,10,<=50K,Prof-specialty,Husband,White,Male,0,0,40,United-States,Married-Partner-present
29,Private,244395,11th,7,<=50K,Other-service,Unmarried,Black,Female,0,0,40,United-States,Never-married
35,Private,30916,HS-grad,9,>50K,Transport-moving,Husband,White,Male,0,0,50,United-States,Married-Partner-present
48,Private,219565,HS-grad,9,<=50K,Craft-repair,Husband,White,Male,0,0,40,United-States,Married-Partner-present
38,Private,377486,HS-grad,9,<=50K,Craft-repair,Not-in-family,White,Male,0,0,36,United-States,Never-married
42,Local-gov,137232,HS-grad,9,<=50K,Protective-serv,Unmarried,White,Female,0,0,50,United-States,Married-Partner-absent
53,Private,233369,Some-college,10,<=50K,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,Married-Partner-absent
29,Private,71067,Prof-school,15,<=50K,Prof-specialty,Not-in-family,White,Female,0,0,55,United-States,Never-married
59,Private,195176,Bachelors,13,<=50K,Sales,Husband,White,Male,0,0,72,United-States,Married-Partner-present
31,Private,98639,HS-grad,9,<=50K,Craft-repair,Unmarried,White,Male,0,0,40,United-States,Never-married
34,Private,183778,HS-grad,9,<=50K,Craft-repair,Husband,White,Male,0,0,40,United-States,Married-Partner-present
51,Private,123011,Bachelors,13,>50K,Exec-managerial,Not-in-family,White,Male,0,2559,50,United-States,Married-Partner-absent
25,Private,164938,HS-grad,9,<=50K,Machine-op-inspct,Own-child,White,Male,4416,0,40,United-States,Never-married
30,Private,206046,HS-grad,9,>50K,Craft-repair,Husband,White,Male,0,1848,40,United-States,Married-Partner-present
46,Private,81497,HS-grad,9,<=50K,Handlers-cleaners,Not-in-family,White,Female,0,0,48,United-States,Married-Partner-absent
45,Private,189225,HS-grad,9,<=50K,Other-service,Unmarried,Black,Female,0,0,40,United-States,Never-married
23,Private,141264,Some-college,10,<=50K,Exec-managerial,Other-relative,Black,Female,0,0,40,United-States,Never-married
33,Private,97939,Assoc-acdm,12,<=50K,Machine-op-inspct,Not-in-family,White,Female,0,0,42,United-States,Married-Partner-absent
44,Private,160829,Bachelors,13,>50K,Tech-support,Wife,White,Female,0,0,20,United-States,Married-Partner-present
25,Private,483822,HS-grad,9,<=50K,Other-service,Own-child,White,Male,0,0,40,El-Salvador,Never-married
48,State-gov,148738,Some-college,10,<=50K,Other-service,Own-child,White,Male,0,0,40,United-States,Married-Partner-absent
23,Private,289982,HS-grad,9,<=50K,Sales,Not-in-family,White,Female,0,0,40,United-States,Never-married
33,Self-emp-not-inc,58702,Assoc-voc,11,>50K,Prof-specialty,Wife,White,Female,3103,0,50,United-States,Married-Partner-present
20,Private,146706,Some-college,10,<=50K,Sales,Other-relative,White,Female,0,0,30,United-States,Married-Partner-present
23,Private,420973,Bachelors,13,<=50K,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,Never-married
71,Private,124959,HS-grad,9,<=50K,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Married-Partner-absent
22,State-gov,121471,Bachelors,13,<=50K,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,Never-married
36,Private,198237,Bachelors,13,>50K,Prof-specialty,Husband,White,Male,15024,0,50,United-States,Married-Partner-present
27,Private,280758,11th,7,<=50K,Craft-repair,Other-relative,White,Male,0,0,60,United-States,Never-married
40,Private,191544,HS-grad,9,<=50K,Other-service,Not-in-family,White,Female,0,0,35,United-States,Never-married
30,Private,261023,Some-college,10,<=50K,Machine-op-inspct,Unmarried,White,Male,0,0,50,United-States,Married-Partner-absent
30,State-gov,231043,Assoc-voc,11,<=50K,Protective-serv,Husband,White,Male,0,0,40,United-States,Married-Partner-present
30,Private,340917,Some-college,10,<=50K,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Married-Partner-present
35,Private,167140,Bachelors,13,<=50K,Prof-specialty,Husband,White,Male,5013,0,40,United-States,Married-Partner-present
39,Private,370795,HS-grad,9,<=50K,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,Never-married
39,Federal-gov,209609,HS-grad,9,<=50K,Adm-clerical,Husband,White,Male,0,0,50,United-States,Married-Partner-present
74,Private,209454,5th-6th,3,<=50K,Transport-moving,Husband,Black,Male,0,0,40,United-States,Married-Partner-present
32,Self-emp-inc,78530,Some-college,10,>50K,Exec-managerial,Husband,White,Male,15024,0,50,United-States,Married-Partner-present
25,Private,88922,HS-grad,9,<=50K,Transport-moving,Husband,Black,Male,0,0,40,United-States,Married-Partner-present
64,Private,86972,Some-college,10,<=50K,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,Married-Partner-absent
47,Self-emp-not-inc,165468,HS-grad,9,>50K,Machine-op-inspct,Husband,White,Male,7298,0,40,United-States,Married-Partner-present
37,Private,134367,Bachelors,13,>50K,Exec-managerial,Wife,White,Female,0,0,37,United-States,Married-Partner-present
47,Private,199058,HS-grad,9,>50K,Craft-repair,Husband,White,Male,0,0,40,United-States,Married-Partner-present
33,Private,183612,HS-grad,9,>50K,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Married-Partner-present
40,Private,191982,Assoc-voc,11,>50K,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,Married-Partner-absent
22,Private,514033,HS-grad,9,<=50K,Other-service,Not-in-family,Black,Male,0,0,80,United-States,Never-married
56,Private,172364,HS-grad,9,<=50K,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Married-Partner-present
37,Private,190105,HS-grad,9,<=50K,Adm-clerical,Own-child,White,Female,0,0,55,United-States,Never-married
30,Self-emp-inc,119422,Some-college,10,<=50K,Exec-managerial,Husband,White,Male,0,0,70,United-States,Married-Partner-present
20,Private,236592,12th,8,<=50K,Prof-specialty,Not-in-family,White,Female,0,0,35,Italy,Never-married
53,State-gov,43952,Masters,14,>50K,Exec-managerial,Husband,White,Male,15024,0,38,United-States,Married-Partner-present
43,Private,194636,Bachelors,13,>50K,Craft-repair,Husband,White,Male,0,0,48,United-States,Married-Partner-present
23,Private,235853,HS-grad,9,<=50K,Transport-moving,Husband,White,Male,0,0,40,United-States,Married-Partner-present
43,Self-emp-not-inc,150528,HS-grad,9,<=50K,Craft-repair,Husband,White,Male,0,0,30,United-States,Married-Partner-present
30,Private,213722,HS-grad,9,<=50K,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,Never-married
20,Private,41432,Some-college,10,<=50K,Adm-clerical,Own-child,White,Female,0,0,46,United-States,Never-married
22,Private,285775,Assoc-voc,11,<=50K,Craft-repair,Own-child,White,Male,0,0,40,United-States,Never-married
38,Private,470663,Bachelors,13,<=50K,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,Never-married
54,Self-emp-not-inc,114520,Some-college,10,<=50K,Sales,Husband,White,Male,0,0,40,United-States,Married-Partner-present
23,Private,113466,HS-grad,9,<=50K,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,Never-married
46,Private,224559,HS-grad,9,<=50K,Transport-moving,Husband,Black,Male,0,0,40,United-States,Married-Partner-present
59,Private,186385,10th,6,<=50K,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,Married-Partner-present
41,Local-gov,384236,Assoc-voc,11,<=50K,Other-service,Not-in-family,White,Male,0,0,40,United-States,Never-married
42,Private,181265,Assoc-voc,11,<=50K,Transport-moving,Husband,White,Male,0,0,48,United-States,Married-Partner-present
58,Private,190997,Some-college,10,>50K,Exec-managerial,Husband,White,Male,0,0,40,United-States,Married-Partner-present
24,Private,98287,HS-grad,9,<=50K,Sales,Husband,White,Male,0,0,50,United-States,Married-Partner-present
39,Private,103456,Bachelors,13,>50K,Adm-clerical,Husband,White,Male,0,0,45,United-States,Married-Partner-present
28,Private,184723,Bachelors,13,<=50K,Tech-support,Not-in-family,White,Female,0,1980,35,United-States,Never-married
25,Private,165622,Masters,14,<=50K,Sales,Not-in-family,White,Male,0,0,55,United-States,Never-married
29,Private,101597,Some-college,10,<=50K,Sales,Unmarried,White,Female,0,0,54,United-States,Married-Partner-absent
53,Private,146378,5th-6th,3,<=50K,Craft-repair,Husband,White,Male,0,0,40,United-States,Married-Partner-present
63,Local-gov,152163,HS-grad,9,<=50K,Protective-serv,Husband,White,Male,0,0,40,United-States,Married-Partner-present
26,State-gov,106812,Assoc-voc,11,<=50K,Exec-managerial,Not-in-family,White,Female,0,0,38,United-States,Married-Partner-absent
21,Private,148211,HS-grad,9,<=50K,Handlers-cleaners,Not-in-family,White,Male,3674,0,50,United-States,Never-married
45,Private,187581,Some-college,10,>50K,Craft-repair,Husband,White,Male,0,0,40,United-States,Married-Partner-present
29,Private,135296,Assoc-voc,11,<=50K,Adm-clerical,Own-child,White,Female,0,0,40,United-States,Never-married
72,Local-gov,144515,Doctorate,16,<=50K,Exec-managerial,Husband,White,Male,0,1258,40,United-States,Married-Partner-present
51,Private,210736,10th,6,<=50K,Craft-repair,Other-relative,White,Male,0,0,40,United-States,Married-Partner-absent
21,Private,210165,9th,5,<=50K,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,Married-Partner-absent
38,Private,224584,Some-college,10,<=50K,Sales,Unmarried,Black,Female,0,0,40,United-States,Married-Partner-absent
38,Private,80771,Bachelors,13,>50K,Prof-specialty,Wife,White,Female,0,0,40,United-States,Married-Partner-present
46,Private,164733,Masters,14,<=50K,Prof-specialty,Husband,White,Male,0,0,41,United-States,Married-Partner-present
31,Self-emp-not-inc,119411,Bachelors,13,>50K,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,Married-Partner-absent
68,Local-gov,177596,10th,6,<=50K,Other-service,Not-in-family,Black,Female,0,0,90,United-States,Married-Partner-absent
21,Private,185251,HS-grad,9,<=50K,Sales,Own-child,White,Male,0,0,40,United-States,Never-married
44,Private,173590,Bachelors,13,<=50K,Prof-specialty,Husband,White,Male,0,0,3,United-States,Married-Partner-present
56,Federal-gov,196307,Doctorate,16,>50K,Prof-specialty,Husband,White,Male,0,0,40,United-States,Married-Partner-present
36,Private,175232,HS-grad,9,>50K,Craft-repair,Husband,White,Male,5178,0,40,United-States,Married-Partner-present
21,Private,51047,HS-grad,9,<=50K,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,Never-married
21,Private,334618,Some-college,10,>50K,Protective-serv,Not-in-family,Black,Female,99999,0,40,United-States,Never-married
52,Local-gov,152795,Some-college,10,<=50K,Craft-repair,Husband,White,Male,0,0,40,United-States,Married-Partner-present
56,Self-emp-inc,205601,Doctorate,16,>50K,Prof-specialty,Husband,White,Male,99999,0,70,United-States,Married-Partner-present
52,Private,129177,Bachelors,13,>50K,Other-service,Not-in-family,White,Female,0,2824,20,United-States,Married-Partner-absent
51,Self-emp-not-inc,121548,Bachelors,13,<=50K,Exec-managerial,Husband,White,Male,0,0,25,United-States,Married-Partner-present
29,Private,244566,HS-grad,9,<=50K,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,Married-Partner-absent
36,Private,75073,Some-college,10,<=50K,Craft-repair,Not-in-family,Black,Male,0,0,55,United-States,Never-married
29,Private,179008,HS-grad,9,<=50K,Farming-fishing,Husband,White,Male,0,0,55,United-States,Married-Partner-present
21,Private,170800,HS-grad,9,<=50K,Sales,Own-child,White,Female,0,0,30,United-States,Never-married
58,Private,373344,1st-4th,2,<=50K,Farming-fishing,Husband,White,Male,0,0,40,United-States,Married-Partner-present
37,Private,127961,HS-grad,9,<=50K,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,Never-married
50,Private,99392,Some-college,10,<=50K,Craft-repair,Not-in-family,Black,Female,0,0,45,United-States,Married-Partner-absent
30,Private,392812,HS-grad,9,<=50K,Handlers-cleaners,Not-in-family,White,Male,0,0,50,Germany,Never-married
29,Private,262478,HS-grad,9,<=50K,Farming-fishing,Own-child,Black,Male,0,0,30,United-States,Never-married
48,Self-emp-not-inc,32825,HS-grad,9,<=50K,Craft-repair,Husband,White,Male,0,0,40,United-States,Married-Partner-present
50,Self-emp-not-inc,167380,7th-8th,4,<=50K,Farming-fishing,Husband,White,Male,0,0,40,United-States,Married-Partner-present
39,Private,203204,Assoc-acdm,12,>50K,Adm-clerical,Wife,White,Female,0,0,25,United-States,Married-Partner-present
35,Federal-gov,105138,Prof-school,15,<=50K,Prof-specialty,Husband,White,Male,0,0,55,United-States,Married-Partner-present
54,Private,145714,HS-grad,9,>50K,Tech-support,Husband,White,Male,7688,0,25,United-States,Married-Partner-present
24,Private,182276,HS-grad,9,<=50K,Other-service,Wife,White,Female,0,0,25,United-States,Married-Partner-present
20,Private,275385,HS-grad,9,<=50K,Handlers-cleaners,Other-relative,White,Male,0,0,45,United-States,Never-married
30,Self-emp-not-inc,292472,Some-college,10,>50K,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,55,United-States,Married-Partner-present
19,Self-emp-not-inc,73514,HS-grad,9,<=50K,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,30,United-States,Never-married
26,Private,199600,HS-grad,9,<=50K,Sales,Not-in-family,Black,Male,0,0,40,United-States,Never-married
38,Private,111499,HS-grad,9,>50K,Sales,Husband,White,Male,0,1977,99,United-States,Married-Partner-present
25,Private,202560,Some-college,10,<=50K,Other-service,Not-in-family,White,Female,0,0,40,United-States,Never-married
33,Private,99309,Some-college,10,<=50K,Craft-repair,Unmarried,White,Male,0,0,50,United-States,Married-Partner-absent
60,Local-gov,124987,Bachelors,13,>50K,Prof-specialty,Husband,White,Male,7298,0,40,United-States,Married-Partner-present
30,Private,287986,Some-college,10,<=50K,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,Never-married
30,Private,119411,Bachelors,13,<=50K,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,Never-married
19,Private,198668,7th-8th,4,<=50K,Other-service,Not-in-family,White,Female,0,0,40,United-States,Never-married
23,Private,117583,HS-grad,9,<=50K,Craft-repair,Own-child,White,Male,0,0,40,United-States,Never-married
27,Private,234664,Some-college,10,>50K,Prof-specialty,Husband,White,Male,0,0,40,United-States,Married-Partner-present
39,State-gov,176949,Assoc-acdm,12,<=50K,Protective-serv,Husband,White,Male,0,0,52,United-States,Married-Partner-present
33,Private,189710,7th-8th,4,<=50K,Farming-fishing,Husband,White,Male,0,0,45,Mexico,Married-Partner-present
65,Private,205309,HS-grad,9,<=50K,Farming-fishing,Husband,White,Male,0,0,24,United-States,Married-Partner-present
34,Private,195576,Bachelors,13,>50K,Exec-managerial,Husband,White,Male,0,0,50,United-States,Married-Partner-present
20,Private,216825,HS-grad,9,<=50K,Sales,Own-child,White,Female,0,0,25,Mexico,Never-married
25,Private,197036,10th,6,<=50K,Craft-repair,Own-child,White,Male,0,0,40,United-States,Never-married
28,Private,181291,Bachelors,13,>50K,Exec-managerial,Not-in-family,White,Female,0,1564,50,United-States,Never-married
31,Private,206512,11th,7,<=50K,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,Never-married
28,State-gov,38309,Bachelors,13,<=50K,Prof-specialty,Own-child,White,Male,6849,0,40,United-States,Never-married
37,Private,312766,HS-grad,9,<=50K,Other-service,Not-in-family,White,Female,0,0,40,United-States,Married-Partner-absent
52,Private,139671,Some-college,10,>50K,Exec-managerial,Husband,White,Male,0,1977,50,United-States,Married-Partner-present
66,Federal-gov,38621,Assoc-voc,11,<=50K,Other-service,Unmarried,Black,Female,3273,0,40,United-States,Married-Partner-absent
31,Private,124827,HS-grad,9,<=50K,Other-service,Not-in-family,White,Male,0,0,40,United-States,Never-married
37,Private,77820,Bachelors,13,>50K,Exec-managerial,Husband,White,Male,0,0,50,United-States,Married-Partner-present
45,Federal-gov,56904,Bachelors,13,<=50K,Adm-clerical,Husband,White,Male,5013,0,45,United-States,Married-Partner-present
45,Private,190115,Assoc-acdm,12,<=50K,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,Married-Partner-absent
44,Private,106682,HS-grad,9,<=50K,Sales,Husband,White,Male,0,0,60,United-States,Married-Partner-present
32,Local-gov,42596,Bachelors,13,<=50K,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,Married-Partner-absent
35,Private,143058,HS-grad,9,>50K,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,Married-Partner-present
53,Private,102615,11th,7,<=50K,Transport-moving,Not-in-family,White,Male,0,0,40,Canada,Married-Partner-absent
54,Private,139703,Some-college,10,>50K,Craft-repair,Husband,White,Male,3103,0,40,Germany,Married-Partner-present
43,Private,240124,Assoc-voc,11,<=50K,Craft-repair,Husband,White,Male,0,0,40,United-States,Married-Partner-present
30,Private,132565,Some-college,10,<=50K,Craft-repair,Unmarried,White,Male,0,0,40,United-States,Never-married
49,Private,323798,Some-college,10,<=50K,Exec-managerial,Not-in-family,White,Male,3325,0,50,United-States,Married-Partner-absent
52,Private,96359,Doctorate,16,>50K,Exec-managerial,Husband,White,Male,0,0,57,United-States,Married-Partner-present
20,Private,165201,Some-college,10,<=50K,Adm-clerical,Own-child,White,Female,0,0,4,United-States,Never-married
60,Federal-gov,165630,HS-grad,9,>50K,Tech-support,Husband,White,Male,0,1977,40,United-States,Married-Partner-present
45,Private,264526,Assoc-acdm,12,<=50K,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,Married-Partner-absent
48,Private,102359,Bachelors,13,>50K,Exec-managerial,Husband,White,Male,7298,0,60,United-States,Married-Partner-present
28,Private,37359,Bachelors,13,>50K,Sales,Husband,White,Male,0,0,60,United-States,Married-Partner-present
48,Local-gov,115497,Some-college,10,<=50K,Exec-managerial,Husband,White,Male,0,0,40,United-States,Married-Partner-present
32,Private,157747,Some-college,10,<=50K,Tech-support,Husband,White,Male,0,0,45,United-States,Married-Partner-present
27,Self-emp-not-inc,41099,HS-grad,9,<=50K,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,Never-married
38,Private,472604,Bachelors,13,<=50K,Other-service,Husband,White,Male,0,0,35,Mexico,Married-Partner-present
33,Private,348618,5th-6th,3,<=50K,Transport-moving,Unmarried,Other,Male,0,0,20,El-Salvador,Married-Partner-absent
43,Private,135606,Masters,14,>50K,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,Married-Partner-absent
36,Private,248445,HS-grad,9,<=50K,Transport-moving,Other-relative,White,Male,0,0,60,Mexico,Married-Partner-absent
38,Private,112093,11th,7,<=50K,Transport-moving,Husband,White,Male,0,0,40,United-States,Married-Partner-present
24,Local-gov,197552,HS-grad,9,<=50K,Tech-support,Not-in-family,White,Female,0,0,40,United-States,Never-married
22,Private,303822,10th,6,<=50K,Craft-repair,Own-child,White,Male,0,0,40,United-States,Never-married
30,Private,288566,Bachelors,13,<=50K,Other-service,Not-in-family,White,Male,0,0,40,United-States,Never-married
46,Self-emp-not-inc,43348,Prof-school,15,>50K,Exec-managerial,Husband,White,Male,15024,0,55,United-States,Married-Partner-present
39,State-gov,239409,HS-grad,9,<=50K,Protective-serv,Husband,White,Male,0,0,50,United-States,Married-Partner-present
50,Private,337606,HS-grad,9,<=50K,Machine-op-inspct,Husband,White,Male,0,1485,40,United-States,Married-Partner-present
34,Private,32528,Assoc-voc,11,<=50K,Adm-clerical,Unmarried,White,Female,0,974,40,United-States,Married-Partner-absent
47,State-gov,118447,Bachelors,13,>50K,Prof-specialty,Husband,White,Male,0,0,60,United-States,Married-Partner-present
